title,titleUrl,time,channelName,channelUrl
Reluctant Heroes (Slow Piano Ver.),https://www.youtube.com/watch?v=xePmQK_jhGc,2020-09-27T11:07:32.827Z,Finks8,https://www.youtube.com/channel/UCg0pr5IYoWZclNA6yPk9q_A
31N-P - Sign OST - Hiroyuki Sawano,https://www.youtube.com/watch?v=VE-qIP5TE9Q,2020-09-27T11:07:26.261Z,Max Galactica,https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg
進撃vc-pf20130218巨人 - Attack on Titan OST 2 - Hiroyuki Sawano,https://www.youtube.com/watch?v=DUQ6giPt8h0,2020-09-27T11:07:19.675Z,maxGALACTICA,https://www.youtube.com/channel/UCdpYSbt55WS1yGF_ikM3IVw
eye-water - Attack on Titan OST - Hiroyuki Sawano,https://www.youtube.com/watch?v=v3f5PpaoLWU,2020-09-27T11:07:04.140Z,maxGALACTICA,https://www.youtube.com/channel/UCdpYSbt55WS1yGF_ikM3IVw
Alone but Together -カルテットVer- - Sign OST - KOHTA YAMAMOTO,https://www.youtube.com/watch?v=M-2qlKnFTdQ,2020-09-27T11:07:02.129Z,Max Galactica,https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg
RE:0 - Promare OST - Hiroyuki Sawano,https://www.youtube.com/watch?v=gky7ZEtmYWs,2020-09-27T11:05:13.384Z,Max Galactica,https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg
No differences (a0v),https://www.youtube.com/watch?v=TO2bD-U98Nk,2020-09-27T11:04:50.258Z,Patrick Lee,https://www.youtube.com/channel/UCgyb0mjdCbwo9V12gFg9VTg
a/z-p1@n0:5罪vers - ALDNOAH.ZERO OST 2 - Hiroyuki Sawano,https://www.youtube.com/watch?v=e0w24j3-1ao,2020-09-27T09:27:26.376Z,Max Galactica,https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg
Alone but Together -Pf Ver.- - Sign OST - KOHTA YAMAMOTO,https://www.youtube.com/watch?v=DAUK2NbJuS8,2020-09-27T09:27:02.060Z,Max Galactica,https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg
NEXUS (feat. Laco) - Promare OST - Hiroyuki Sawano,https://www.youtube.com/watch?v=ZpKJdGS7hHM,2020-09-27T09:26:27.201Z,Max Galactica,https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg
Attack on Titan: Original Soundtrack I - eye water | High Quality | Hiroyuki Sawano,https://www.youtube.com/watch?v=GxqirT3mt_U,2020-09-27T09:23:38.058Z,Tonal Revelations,https://www.youtube.com/channel/UCSOk585nQRCDKjUvSF7xXXw
SawanoHiroyuki Billboard Live 2019 「aLIEz」,https://www.youtube.com/watch?v=Bl5TNtKGqKY,2020-09-27T09:20:58.429Z,澤野弘之 / SawanoHiroyuki[nZk],https://www.youtube.com/channel/UCbJM_Y06iuUOl3hVPqYcvng
PROMARE 1st Anniversary × 宅REC-nZk「NEXUS ＜PODv＞」／SawanoHiroyuki[nZk]:Laco,https://www.youtube.com/watch?v=rrFXEr1pHqA,2020-09-27T09:20:14.797Z,澤野弘之 / SawanoHiroyuki[nZk],https://www.youtube.com/channel/UCbJM_Y06iuUOl3hVPqYcvng
#進撃の巨人 サントラ【Attack on Titan OST】ピアノ+ヴァイオリン+チェロで弾いてみた：＜piano+violin+cello Mix＞,https://www.youtube.com/watch?v=5R3BoimAj1s,2020-09-27T09:19:32.899Z,plus- 9,https://www.youtube.com/channel/UCXhF0tSMCfSQZuQAV6sGtzw
「 進撃vc-pf20130218巨人 」 進撃の巨人 -【 Shingeki No Kyojin Original OST 】,https://www.youtube.com/watch?v=W0k7OFU5hZA,2020-09-27T09:18:29.883Z,Lootus Kanattari,https://www.youtube.com/channel/UCSpTF1mYj0EUp9pBd2bmfkQ
Reluctant Heroes (Slow Cover),https://www.youtube.com/watch?v=LhALb4qtsvU,2020-09-27T09:18:06.379Z,LovelyMusicAngel,https://www.youtube.com/channel/UC0oviWdKtobtjL4AVqkJuFA
10/9sawHALF - CRISIS OST - Hiroyuki Sawano,https://www.youtube.com/watch?v=SEEheFnfGTA,2020-09-27T09:17:42.339Z,Max Galactica,https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg
Λsʜᴇs ～RETURNS～ (feat. Gemie) - Promare OST - Hiroyuki Sawano,https://www.youtube.com/watch?v=sMNZJcDC6PU,2020-09-27T09:17:14.116Z,Max Galactica,https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg
Λsʜᴇs＜MODv＞ (feat. Gemie) - Promare Rearrange CD - Hiroyuki Sawano,https://www.youtube.com/watch?v=h54-Gwh5rqU,2020-09-27T09:16:44.533Z,Max Galactica,https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg
Attack on Titan - The Reluctant Heroes,https://www.youtube.com/watch?v=eFah8TCWOro,2020-09-27T09:16:24.642Z,Sonic & Snake,https://www.youtube.com/channel/UCtNB1MgZvWhjkCyNma5eHPg
NEXUS＜MODv＞ (feat. Laco) - Promare Rearrange CD - Hiroyuki Sawano,https://www.youtube.com/watch?v=e9tNQmSqubw,2020-09-27T09:15:56.536Z,Max Galactica,https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg
SawanoHiroyuki[nZk] - Zero Eclipse / Laco (LIVE) Billboard 2019,https://www.youtube.com/watch?v=VLJ4mO1Ay-s,2020-09-27T09:15:26.787Z,廾丹メヨ句凵己,https://www.youtube.com/channel/UCcNU2-RbB12ajWeh47Lflbw
[Nzk] o1,https://www.youtube.com/watch?v=Qg7tVbbGgV0,2020-09-27T09:14:45.480Z,Hiroyuki Sawano - Topic,https://www.youtube.com/channel/UCy3Lx1fNl4XnxleZBJK_PXw
Pretenders,https://www.youtube.com/watch?v=rcu_vicoeUE,2020-09-27T09:14:43.857Z,Hiroyuki Sawano - Topic,https://www.youtube.com/channel/UCy3Lx1fNl4XnxleZBJK_PXw
REMEMBER,https://www.youtube.com/watch?v=ALajnmT-2Gk,2020-09-27T09:14:28.816Z,Hiroyuki Sawano - Topic,https://www.youtube.com/channel/UCy3Lx1fNl4XnxleZBJK_PXw
Glory -into the RM-,https://www.youtube.com/watch?v=NAdmkusZYKI,2020-09-27T09:14:25.201Z,Hiroyuki Sawano - Topic,https://www.youtube.com/channel/UCy3Lx1fNl4XnxleZBJK_PXw
SawanoHiroyuki[nZk]:Jean-Ken Johnny『Chaos Drifters』Music Video,https://www.youtube.com/watch?v=kP7ytVfpp-o,2020-09-27T09:12:39.086Z,澤野弘之 / SawanoHiroyuki[nZk],https://www.youtube.com/channel/UCbJM_Y06iuUOl3hVPqYcvng
Bios-LaZaRuS,https://www.youtube.com/watch?v=ljmZ1PFMnns,2020-09-27T09:12:27.794Z,Hiroyuki Sawano - Topic,https://www.youtube.com/channel/UCy3Lx1fNl4XnxleZBJK_PXw
PROMARE 1st Anniversary × 宅REC「PROMARETHEME ＜PODv＞」,https://www.youtube.com/watch?v=_AizkY1CLkw,2020-09-27T09:12:08.335Z,澤野弘之 / SawanoHiroyuki[nZk],https://www.youtube.com/channel/UCbJM_Y06iuUOl3hVPqYcvng
澤野弘之 「Inferno」 LIVE ver. （Vocal Benjamin&mpi）,https://www.youtube.com/watch?v=GMUHQKMHQzU,2020-09-27T09:12:06.834Z,澤野弘之 / SawanoHiroyuki[nZk],https://www.youtube.com/channel/UCbJM_Y06iuUOl3hVPqYcvng
SawanoHiroyuki[nZk] [-30k]re:tuneS『Keep on keeping on ＜MODv＞』,https://www.youtube.com/watch?v=SNdf5oSVYDc,2020-09-27T09:11:25.121Z,澤野弘之 / SawanoHiroyuki[nZk],https://www.youtube.com/channel/UCbJM_Y06iuUOl3hVPqYcvng
林ゆうき / 有精卵 ＜You Say Run＞ -JAPAN MIX- MV,https://www.youtube.com/watch?v=7z_0vzLKA_k,2020-09-27T09:11:07.923Z,Legendoor Official,https://www.youtube.com/channel/UC_GKpglPDwqTeZ1cVvvh1tw
"Haikyuu!! OST - ""Above"" LIVE｜Yuki Hayashi/林ゆうき 10th Anniversary Concert",https://www.youtube.com/watch?v=5cQ96zkK4xI,2020-09-27T09:11:01.047Z,Setsuna「セツナ」,https://www.youtube.com/channel/UCmiBynj5XGZK4Au2WP3-yvQ
宅REC-nZk「Barricades ＜MODv＞」／ SawanoHiroyuki[nZk]:Yosh (Survive Said The Prophet),https://www.youtube.com/watch?v=UoxLPBjXM18,2020-09-27T09:10:46.044Z,澤野弘之 / SawanoHiroyuki[nZk],https://www.youtube.com/channel/UCbJM_Y06iuUOl3hVPqYcvng
Sad Anime Ost : Eye Water - Guitar,https://www.youtube.com/watch?v=x9HeEVrougY,2020-09-27T09:10:22.128Z,Cindy Couturier,https://www.youtube.com/channel/UCM3bMdPqA7RweWva2vaFsZA
Attack on Titan - Call of Silence X Call Your Name Mashup Cover [ Season 2 OST | Ymir's song],https://www.youtube.com/watch?v=QtNXelKJoCs,2020-09-27T09:09:45.760Z,Dingding,https://www.youtube.com/channel/UCkw1SsQvQYqmhbsIyb-B2rw
Shingeki no Kyojin Season 2 Episode 10 OST - Call of Silence / Eye Water Fingerstyle Guitar Cover,https://www.youtube.com/watch?v=cqCfcrbA0qQ,2020-09-27T09:09:35.381Z,Navarone Boo,https://www.youtube.com/channel/UCRJBeUGbVWiJJMkYFtJJZwA
【 Call of Silence 】- Shingeki no Kyojin - OST (Acoustic Fingerstyle Cover),https://www.youtube.com/watch?v=5NcKj0_-_EU,2020-09-27T09:08:48.702Z,Jeremwtl,https://www.youtube.com/channel/UCtve-Tv1dAErP5hvY1oefQQ
OYM-PF - Gundam Unicorn OST 2 - Hiroyuki Sawano,https://www.youtube.com/watch?v=yhGnIGUZHDo,2020-09-27T09:08:38.893Z,Max Galactica,https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg
BLUE ＜pfs＞ - Blue Exorcist Plugless - Hiroyuki Sawano,https://www.youtube.com/watch?v=s3aRA6e1BiE,2020-09-27T09:08:20.970Z,Max Galactica,https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg
คนร้ายหน่ะ จริงๆแล้วก็คือ.. (Among us),https://www.youtube.com/watch?v=TvvApb3idaM,2020-09-27T08:55:02.260Z,Fitzroy,https://www.youtube.com/channel/UCyzSwVIc426Cuq7axYbphQA
จังหวะกระสุน! ( Bullets per minute ),https://www.youtube.com/watch?v=QEKaZCwhfNo,2020-09-27T08:33:24.663Z,Fitzroy,https://www.youtube.com/channel/UCyzSwVIc426Cuq7axYbphQA
aLIEz (Remastered),https://www.youtube.com/watch?v=q4_ZtiwC8vw,2020-09-27T08:22:08.635Z,Hiroyuki Sawano - Topic,https://www.youtube.com/channel/UCy3Lx1fNl4XnxleZBJK_PXw
CRYst-Alise (Remastered),https://www.youtube.com/watch?v=wYUqxR-mMGU,2020-09-27T08:21:51.917Z,Hiroyuki Sawano - Topic,https://www.youtube.com/channel/UCy3Lx1fNl4XnxleZBJK_PXw
sisirc - CRISIS OST - Hiroyuki Sawano,https://www.youtube.com/watch?v=0YAumGODq9g,2020-09-27T07:34:55.981Z,Max Galactica,https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg
e of s (Remastered),https://www.youtube.com/watch?v=hvalY2U8uqQ,2020-09-27T07:33:47.143Z,Hiroyuki Sawano - Topic,https://www.youtube.com/channel/UCy3Lx1fNl4XnxleZBJK_PXw
Felidae,https://www.youtube.com/watch?v=JTwJ21UIZIE,2020-09-27T04:25:35.665Z,Hiroyuki Sawano - Topic,https://www.youtube.com/channel/UCy3Lx1fNl4XnxleZBJK_PXw
จังหวะกระสุน! ( Bullets per minute ),https://www.youtube.com/watch?v=QEKaZCwhfNo,2020-09-26T14:44:28.404Z,Fitzroy,https://www.youtube.com/channel/UCyzSwVIc426Cuq7axYbphQA
LIVE - Dead By Daylight #50 - ไม่ได้เล่นนานเลย,https://www.youtube.com/watch?v=T-pfULkuJiI,2020-09-26T14:01:39.623Z,HEARTROCKER,https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ
[MV]カタオモイ Cover (Kataomoi) - Aimer  Cover by yurisa,https://www.youtube.com/watch?v=6YS5obcQy4U,2020-09-26T13:33:50.627Z,yurisa,https://www.youtube.com/channel/UCNZqFeSHt3mGvEpWF5ulBpg
[MV]灰色と青 cover (haiiro to ao) - 菅田将暉/米津玄師 Cover by yurisa,https://www.youtube.com/watch?v=ieGKMldpp-M,2020-09-26T13:33:40.433Z,yurisa,https://www.youtube.com/channel/UCNZqFeSHt3mGvEpWF5ulBpg
[MV]紅蓮華(gurenge) - LiSA (Band Cover) Demon Slayer : Kimetsu no Yaiba Op,https://www.youtube.com/watch?v=X9ZntoZ7c1s,2020-09-26T13:23:38.562Z,yurisa,https://www.youtube.com/channel/UCNZqFeSHt3mGvEpWF5ulBpg
อุปกรณ์ในห้อง HRK,https://www.youtube.com/watch?v=9j-Mclt9CrA,2020-09-26T13:11:51.648Z,HEARTROCKER,https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ
แกงหม้อนี้อร่อยจนยิง 38 ตัว! แข่ง VALORANT Hashtag #1,https://www.youtube.com/watch?v=g2cU778xxZg,2020-09-26T12:25:14.812Z,CigaretteS TV,https://www.youtube.com/channel/UCGxGszYWu_EzHNNu1RsqCeQ
Promare — Medley: Boy Meets Fire || Winter 2020 Concert,https://www.youtube.com/watch?v=Gg4YbafPs_E,2020-09-26T11:56:28.072Z,The Intermission Orchestra at UCSD,https://www.youtube.com/channel/UCmeAI3lYsBXuS6IvGi6vEKg
บุกห้องนักกีฬา E-Sport ออสเตรเลีย,https://www.youtube.com/watch?v=Lx_1PLbA7YI,2020-09-26T11:38:53.843Z,HEARTROCKER,https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ
Q&A - ถามมา...ตอบไป EP1,https://www.youtube.com/watch?v=vj_t1y8D5zo,2020-09-26T11:38:43.475Z,HEARTROCKER,https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ
แต่งรูปคน ใครๆก็ทำตามได้,https://www.youtube.com/watch?v=vY6ddfUCBUU,2020-09-26T10:12:33.187Z,กอล์ฟมาเยือน,https://www.youtube.com/channel/UCLq6xfs9_wGYGxdCYEqA6Ow
Chaos Drifters,https://www.youtube.com/watch?v=ry28KUFSSCE,2020-09-26T09:51:07.821Z,Hiroyuki Sawano - Topic,https://www.youtube.com/channel/UCy3Lx1fNl4XnxleZBJK_PXw
sisirc - CRISIS OST - Hiroyuki Sawano,https://www.youtube.com/watch?v=0YAumGODq9g,2020-09-26T09:40:59.090Z,Max Galactica,https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg
No differences (a0v),https://www.youtube.com/watch?v=TO2bD-U98Nk,2020-09-26T09:38:56.423Z,Patrick Lee,https://www.youtube.com/channel/UCgyb0mjdCbwo9V12gFg9VTg
[The Simcity] แนะนำการสร้างเมืองเบื้องต้นนน!!,https://www.youtube.com/watch?v=R9gasx3wdCM,2020-09-26T06:17:06.833Z,KS139,https://www.youtube.com/channel/UCNgOdSRVfFeLCbR0A5WviHg
No differences (a0v) -Instrumental-,https://www.youtube.com/watch?v=ganHm6PuVFU,2020-09-26T05:56:48.739Z,Patrick Lee,https://www.youtube.com/channel/UCgyb0mjdCbwo9V12gFg9VTg
BRE@THLESS (a0v),https://www.youtube.com/watch?v=ZOL0Eoqyz20,2020-09-26T04:40:25.945Z,Patrick Lee,https://www.youtube.com/channel/UCgyb0mjdCbwo9V12gFg9VTg
究める！シリーズ㉘　フィッシュ｜水谷隼（木下グループ）,https://www.youtube.com/watch?v=OegJgPTo6HI,2020-09-26T04:11:24.048Z,BUTTERFLY,https://www.youtube.com/channel/UCNS54eBDG2Tvq2IpG-jAn7g
[The Simcity] ก้าวแรกของเมืองใหม่ [Cronus City#1],https://www.youtube.com/watch?v=ca56GNueIN4,2020-09-26T04:03:08.103Z,KS139,https://www.youtube.com/channel/UCNgOdSRVfFeLCbR0A5WviHg
You Say Run! (Strings ver.) | My Hero Academia | iTSO,https://www.youtube.com/watch?v=5rcMgtCu9BM,2020-09-26T03:59:26.466Z,iconiQ The Soundtrack Orchestra,https://www.youtube.com/channel/UCYO14v3ja9pbb5cCmak2HPw
Attack on Titan Final Season | Official Trailer,https://www.youtube.com/watch?v=o_go-8TFBXs,2020-09-25T16:19:24.496Z,animelab,https://www.youtube.com/channel/UCWt3xWeVSCnVPZFdhcjFsUQ
sisirc - CRISIS OST - Hiroyuki Sawano,https://www.youtube.com/watch?v=0YAumGODq9g,2020-09-25T14:05:02.422Z,Max Galactica,https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg
Chaos Drifters,https://www.youtube.com/watch?v=ry28KUFSSCE,2020-09-25T13:52:56.404Z,Hiroyuki Sawano - Topic,https://www.youtube.com/channel/UCy3Lx1fNl4XnxleZBJK_PXw
You Say Run (Re-build) (feat. 小畑 貴裕),https://www.youtube.com/watch?v=CSeCGbX38P8,2020-09-25T13:45:52.646Z,Yuki Hayashi - Topic,https://www.youtube.com/channel/UCQ6eto8FjpD7mut_F23ctpw
"[Symphonic Suite ""UC2012""] 5th Mov. :Gundam",https://www.youtube.com/watch?v=lsiw2pDxqtk,2020-09-25T13:40:59.702Z,Hiroyuki Sawano - Topic,https://www.youtube.com/channel/UCy3Lx1fNl4XnxleZBJK_PXw
Λsʜᴇs ～RETURNS～ (feat. Gemie) - Promare OST - Hiroyuki Sawano,https://www.youtube.com/watch?v=sMNZJcDC6PU,2020-09-25T13:40:52.049Z,Max Galactica,https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg
Λsʜᴇs＜MODv＞ (feat. Gemie) - Promare Rearrange CD - Hiroyuki Sawano,https://www.youtube.com/watch?v=h54-Gwh5rqU,2020-09-25T13:40:45.619Z,Max Galactica,https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg
Bios-LaZaRuS,https://www.youtube.com/watch?v=ljmZ1PFMnns,2020-09-25T13:34:59.069Z,Hiroyuki Sawano - Topic,https://www.youtube.com/channel/UCy3Lx1fNl4XnxleZBJK_PXw
SawanoHiroyuki[nZk] [-30k]re:tuneS『Keep on keeping on ＜MODv＞』,https://www.youtube.com/watch?v=SNdf5oSVYDc,2020-09-25T13:17:35.223Z,澤野弘之 / SawanoHiroyuki[nZk],https://www.youtube.com/channel/UCbJM_Y06iuUOl3hVPqYcvng
ต้นฉบับสายนัว ชัวร์ไม่ชัวร์ นัวไว้ก่อน โบ๊ะบ๊ะแฟมิลี่ - Among Us (Funny moments) #1,https://www.youtube.com/watch?v=RTl2quoSYf4,2020-09-25T11:38:10.341Z,iamSometimes,https://www.youtube.com/channel/UCqA48zxQgGz1AfON-wrn5BA
ทรชนคนหงำเหงือก - FreeFire กับฮานาก้า #9,https://www.youtube.com/watch?v=7Iwdk2H_4_A,2020-09-25T11:20:52.111Z,HEARTROCKER,https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ
宅REC-nZk「Barricades ＜MODv＞」／ SawanoHiroyuki[nZk]:Yosh (Survive Said The Prophet),https://www.youtube.com/watch?v=UoxLPBjXM18,2020-09-25T06:29:30.168Z,澤野弘之 / SawanoHiroyuki[nZk],https://www.youtube.com/channel/UCbJM_Y06iuUOl3hVPqYcvng
https://www.youtube.com/watch?v=pruPGs3QZng,https://www.youtube.com/watch?v=pruPGs3QZng,2020-09-25T06:24:59.950Z,,
https://www.youtube.com/watch?v=hghhe0ec6sE,https://www.youtube.com/watch?v=hghhe0ec6sE,2020-09-25T06:21:17.155Z,,
LIVE - Among Us #6 - ขอเป็นคิลเล่อร์ในใจเธอ,https://www.youtube.com/watch?v=T-zGsR6ygow,2020-09-25T03:39:47.703Z,HEARTROCKER,https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ
จากเกลียดมาเป็นชอบมาก Attack on titan [บ่นแบบเบาบาง EP19],https://www.youtube.com/watch?v=1Y987jGqYow,2020-09-25T03:38:11.626Z,Gladiuz KB,https://www.youtube.com/channel/UCbazUqztZPght-7sNXpuLcg
จากเกลียดมาเป็นชอบมาก Attack on titan [บ่นแบบเบาบาง EP19],https://www.youtube.com/watch?v=1Y987jGqYow,2020-09-24T16:46:12.605Z,Gladiuz KB,https://www.youtube.com/channel/UCbazUqztZPght-7sNXpuLcg
https://www.youtube.com/watch?v=pruPGs3QZng,https://www.youtube.com/watch?v=pruPGs3QZng,2020-09-24T14:30:31.590Z,,
LIVE - Among Us #6 - ขอเป็นคิลเล่อร์ในใจเธอ,https://www.youtube.com/watch?v=T-zGsR6ygow,2020-09-24T13:45:53.382Z,HEARTROCKER,https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ
Kunkka เรือ 3 ลำ ทีมเวทเน้น CC กับ 4 มนุษย์ 🧒 👦 👧 🧑 [Dota Underlords ไทย/TH] Full Mage,https://www.youtube.com/watch?v=Tdxb4-e5_ms,2020-09-24T12:52:06.787Z,Tietie TH.,https://www.youtube.com/channel/UCCgH3P3Whtkex2tFbhotvnw
sisirc - Hiroyuki Sawano (CRISIS OST),https://www.youtube.com/watch?v=Lujyy7L9Pz4,2020-09-24T06:03:51.283Z,ANIME 'S LAIFU,https://www.youtube.com/channel/UClgwlYJ_TiGR4Ui25_LfUBQ
No differences (a0v),https://www.youtube.com/watch?v=TO2bD-U98Nk,2020-09-24T05:10:13.141Z,Patrick Lee,https://www.youtube.com/channel/UCgyb0mjdCbwo9V12gFg9VTg
My Hero Academia — You Say Run || The Intermission Orchestra: 2019 Winter Concert,https://www.youtube.com/watch?v=XHqTbP6LwIM,2020-09-24T03:56:34.862Z,The Intermission Orchestra at UCSD,https://www.youtube.com/channel/UCmeAI3lYsBXuS6IvGi6vEKg
No differences (a0v),https://www.youtube.com/watch?v=TO2bD-U98Nk,2020-09-23T16:36:02.643Z,Patrick Lee,https://www.youtube.com/channel/UCgyb0mjdCbwo9V12gFg9VTg
https://www.youtube.com/watch?v=GLjjXdIoGaA,https://www.youtube.com/watch?v=GLjjXdIoGaA,2020-09-23T16:30:04.441Z,,
My Hero Academia OST - You Say Run LIVE｜Yuki Hayashi/林ゆうき 10th Anniversary Concert,https://www.youtube.com/watch?v=G-yTeYWWEpU,2020-09-23T16:23:55.228Z,Setsuna「セツナ」,https://www.youtube.com/channel/UCmiBynj5XGZK4Au2WP3-yvQ
My Hero Academia — You Say Run || The Intermission Orchestra: 2019 Winter Concert,https://www.youtube.com/watch?v=XHqTbP6LwIM,2020-09-23T16:15:55.289Z,The Intermission Orchestra at UCSD,https://www.youtube.com/channel/UCmeAI3lYsBXuS6IvGi6vEKg
SawanoHiroyuki[nZk] [-30k]re:tuneS『Keep on keeping on ＜MODv＞』,https://www.youtube.com/watch?v=SNdf5oSVYDc,2020-09-23T14:38:17.838Z,澤野弘之 / SawanoHiroyuki[nZk],https://www.youtube.com/channel/UCbJM_Y06iuUOl3hVPqYcvng
[spin9] รีวิวฟีเจอร์ใหม่ ปากกา S Pen ใน Samsung Galaxy Note20 Ultra 5G,https://www.youtube.com/watch?v=wXYfmS512co,2020-09-23T11:27:24.593Z,spin9,https://www.youtube.com/channel/UCovADuA7KBuMFORurTzL86A
Vigilante Ver0.5+@,https://www.youtube.com/watch?v=EUJQLXoDcuc,2020-09-23T09:18:41.019Z,Hiroyuki Sawano - Topic,https://www.youtube.com/channel/UCy3Lx1fNl4XnxleZBJK_PXw
Vigilante,https://www.youtube.com/watch?v=6pzVkvrXCHI,2020-09-23T09:18:35.038Z,Hiroyuki Sawano - Topic,https://www.youtube.com/channel/UCy3Lx1fNl4XnxleZBJK_PXw
Steelseries Rival 3 Wireless vs G305 Wireless Review - The Best Wireless Gaming Mice!,https://www.youtube.com/watch?v=8rKPFJgottw,2020-09-23T09:14:10.513Z,Hardware Canucks,https://www.youtube.com/channel/UCTzLRZUgelatKZ4nyIKcAbg
"[Symphonic Suite ""UC2012""] 5th Mov. :Gundam",https://www.youtube.com/watch?v=lsiw2pDxqtk,2020-09-23T08:18:19.436Z,Hiroyuki Sawano - Topic,https://www.youtube.com/channel/UCy3Lx1fNl4XnxleZBJK_PXw
Gravity Wall,https://www.youtube.com/watch?v=9PgIr4vEC6s,2020-09-23T08:18:18.169Z,Hiroyuki Sawano - Topic,https://www.youtube.com/channel/UCy3Lx1fNl4XnxleZBJK_PXw
sisirc - CRISIS OST - Hiroyuki Sawano,https://www.youtube.com/watch?v=0YAumGODq9g,2020-09-23T08:17:33.144Z,Max Galactica,https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg
9a14s (feat. Gemie) - CRISIS OST - Hiroyuki Sawano,https://www.youtube.com/watch?v=eVtFldZZCKc,2020-09-23T08:17:27.467Z,Max Galactica,https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg
"[Symphonic-Mobile Suite ""UC""] 1stMob. :20090522or0331",https://www.youtube.com/watch?v=ylznTurHAWM,2020-09-23T08:13:56.444Z,Hiroyuki Sawano - Topic,https://www.youtube.com/channel/UCy3Lx1fNl4XnxleZBJK_PXw
Hiroyuki Sawano – Battle Continues 'Suite' | Epic Music | BEST Battle Music,https://www.youtube.com/watch?v=nZNLJXBl9pw,2020-09-23T08:08:49.417Z,[UN///CHilD],https://www.youtube.com/channel/UC38-UsT16KcCDR0kXbXxJzA
PROMARE 1st Anniversary × 宅REC「PROMARETHEME ＜PODv＞」,https://www.youtube.com/watch?v=_AizkY1CLkw,2020-09-23T07:57:34.473Z,澤野弘之 / SawanoHiroyuki[nZk],https://www.youtube.com/channel/UCbJM_Y06iuUOl3hVPqYcvng
https://www.youtube.com/watch?v=0IeBKIM6ELw,https://www.youtube.com/watch?v=0IeBKIM6ELw,2020-09-23T07:52:18.510Z,,
Full Healer และหมวก Hunter กับ Batrider ที่สวมใส่ [Dota Underlords ไทย/TH] คลิปนี้บ่นเยอะในรอบปี!!,https://www.youtube.com/watch?v=vZEW0YrejPY,2020-09-23T06:55:47.396Z,Tietie TH.,https://www.youtube.com/channel/UCCgH3P3Whtkex2tFbhotvnw
You Say Run (Re-build) (feat. 小畑 貴裕),https://www.youtube.com/watch?v=CSeCGbX38P8,2020-09-23T06:24:33.547Z,Yuki Hayashi - Topic,https://www.youtube.com/channel/UCQ6eto8FjpD7mut_F23ctpw
LIVE - Among Us #5 - อย่ากดดันให้ฉันสาบแก,https://www.youtube.com/watch?v=c94YOq8v1cA,2020-09-23T03:24:24.112Z,HEARTROCKER,https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ
LIVE - Among Us #5 - อย่ากดดันให้ฉันสาบแก,https://www.youtube.com/watch?v=c94YOq8v1cA,2020-09-22T15:22:06.207Z,HEARTROCKER,https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ
P'DAY's 12 SMASH,https://www.youtube.com/watch?v=jU7E8WKFBxc,2020-09-22T15:15:31.296Z,Chuan Khuna,https://www.youtube.com/channel/UCO7ZhQJx-8ehfnZbgtOYZrA
My Hero Academia — You Say Run || The Intermission Orchestra: 2019 Winter Concert,https://www.youtube.com/watch?v=XHqTbP6LwIM,2020-09-22T14:07:10.951Z,The Intermission Orchestra at UCSD,https://www.youtube.com/channel/UCmeAI3lYsBXuS6IvGi6vEKg
[spin9] รีวิว Porsche Taycan Turbo - ปอร์เช่ใส่ถ่าน ที่แรงและขับสนุกที่สุด,https://www.youtube.com/watch?v=l4t9pCPozjY,2020-09-22T12:24:54.252Z,spin9,https://www.youtube.com/channel/UCovADuA7KBuMFORurTzL86A
